Archivo,Tipo,Parametros,Descripcion
RECT_771_1319.5x222.4_8holes.dxf,Rectangulo con agujeros,"Ancho=1319.54, Largo=222.43, Agujeros=8, Diametros=[8.03, 6.79, 11.79, 7.08, 4.29, 4.86, 4.61, 11.26]",Rectángulo 1319.5x222.4mm con 8 agujeros (distribución circular)
RECT_772_2152.7x780.1.dxf,Rectangulo,"Ancho=2152.75, Largo=780.10",Rectángulo de 2152.7mm x 780.1mm
RECT_772_2152.7x780.1_32holes.dxf,Rectangulo con agujeros,"Ancho=2152.75, Largo=780.10, Agujeros=32, Diametros=[8.27, 7.86, 6.04, 9.53, 8.15, 6.10, 12.51, 10.21, 13.31, 7.02, 14.11, 11.72, 13.99, 8.77, 6.62, 12.53, 7.34, 6.99, 8.23, 9.27, 4.94, 11.96, 5.19, 14.12, 11.75, 11.95, 8.18, 9.74, 12.13, 4.43, 13.65, 7.83]",Rectángulo 2152.7x780.1mm con 32 agujeros (distribución aleatoria)
RECT_773_2552.7x364.4.dxf,Rectangulo,"Ancho=2552.66, Largo=364.43",Rectángulo de 2552.7mm x 364.4mm
RECT_773_2552.7x364.4_1holes.dxf,Rectangulo con agujeros,"Ancho=2552.66, Largo=364.43, Agujeros=1, Diametros=[4.02]",Rectángulo 2552.7x364.4mm con 1 agujeros (distribución circular)
WASH_774_D671.1-406.4.dxf,Arandela,"D_exterior=671.14, D_interior=406.40",Arandela Ø671.1mm / Ø406.4mm
WASH_774_D671.1-406.4_41holes.dxf,Arandela con agujeros,"D_exterior=671.14, D_interior=406.40, Agujeros=41, D_agujero=6.26",Arandela Ø671.1/Ø406.4mm con 41 agujeros de Ø6.3mm (circular)
RECT_775_1233.0x449.4.dxf,Rectangulo,"Ancho=1233.04, Largo=449.43",Rectángulo de 1233.0mm x 449.4mm
RECT_775_1233.0x449.4_8holes.dxf,Rectangulo con agujeros,"Ancho=1233.04, Largo=449.43, Agujeros=8, Diametros=[12.48, 7.00, 6.84, 9.65, 4.01, 6.13, 14.14, 10.78]",Rectángulo 1233.0x449.4mm con 8 agujeros (distribución cuadricula)
WASH_776_D304.8-181.0.dxf,Arandela,"D_exterior=304.85, D_interior=181.01",Arandela Ø304.8mm / Ø181.0mm
WASH_776_D304.8-181.0_16holes.dxf,Arandela con agujeros,"D_exterior=304.85, D_interior=181.01, Agujeros=16, D_agujero=10.61",Arandela Ø304.8/Ø181.0mm con 16 agujeros de Ø10.6mm (circular)
WASH_777_D306.4-203.5.dxf,Arandela,"D_exterior=306.43, D_interior=203.47",Arandela Ø306.4mm / Ø203.5mm
WASH_777_D306.4-203.5_26holes.dxf,Arandela con agujeros,"D_exterior=306.43, D_interior=203.47, Agujeros=26, D_agujero=5.80",Arandela Ø306.4/Ø203.5mm con 26 agujeros de Ø5.8mm (circular)
WASH_778_D1097.5-560.4.dxf,Arandela,"D_exterior=1097.54, D_interior=560.35",Arandela Ø1097.5mm / Ø560.4mm
WASH_778_D1097.5-560.4_50holes.dxf,Arandela con agujeros,"D_exterior=1097.54, D_interior=560.35, Agujeros=50, D_agujero=11.58",Arandela Ø1097.5/Ø560.4mm con 50 agujeros de Ø11.6mm (circular)
WASH_779_D1338.1-820.2.dxf,Arandela,"D_exterior=1338.08, D_interior=820.19",Arandela Ø1338.1mm / Ø820.2mm
WASH_779_D1338.1-820.2_10holes.dxf,Arandela con agujeros,"D_exterior=1338.08, D_interior=820.19, Agujeros=10, D_agujero=14.55",Arandela Ø1338.1/Ø820.2mm con 10 agujeros de Ø14.6mm (circular)
WASH_780_D710.6-252.6.dxf,Arandela,"D_exterior=710.65, D_interior=252.57",Arandela Ø710.6mm / Ø252.6mm
WASH_780_D710.6-252.6_45holes.dxf,Arandela con agujeros,"D_exterior=710.65, D_interior=252.57, Agujeros=45, D_agujero=7.21",Arandela Ø710.6/Ø252.6mm con 45 agujeros de Ø7.2mm (circular)
RECT_781_203.7x935.3.dxf,Rectangulo,"Ancho=203.65, Largo=935.33",Rectángulo de 203.7mm x 935.3mm
RECT_781_203.7x935.3_4holes.dxf,Rectangulo con agujeros,"Ancho=203.65, Largo=935.33, Agujeros=4, Diametros=[14.94, 6.74, 10.84, 11.03]",Rectángulo 203.7x935.3mm con 4 agujeros (distribución aleatoria)
RECT_782_618.3x898.8.dxf,Rectangulo,"Ancho=618.29, Largo=898.85",Rectángulo de 618.3mm x 898.8mm
RECT_782_618.3x898.8_8holes.dxf,Rectangulo con agujeros,"Ancho=618.29, Largo=898.85, Agujeros=8, Diametros=[12.99, 4.76, 11.64, 6.50, 13.07, 13.27, 6.82, 7.69]",Rectángulo 618.3x898.8mm con 8 agujeros (distribución circular)
WASH_783_D1285.9-977.3.dxf,Arandela,"D_exterior=1285.90, D_interior=977.28",Arandela Ø1285.9mm / Ø977.3mm
WASH_783_D1285.9-977.3_3holes.dxf,Arandela con agujeros,"D_exterior=1285.90, D_interior=977.28, Agujeros=3, D_agujero=8.78",Arandela Ø1285.9/Ø977.3mm con 3 agujeros de Ø8.8mm (circular)
WASH_784_D1446.7-783.1.dxf,Arandela,"D_exterior=1446.71, D_interior=783.09",Arandela Ø1446.7mm / Ø783.1mm
WASH_784_D1446.7-783.1_6holes.dxf,Arandela con agujeros,"D_exterior=1446.71, D_interior=783.09, Agujeros=6, D_agujero=9.37",Arandela Ø1446.7/Ø783.1mm con 6 agujeros de Ø9.4mm (circular)
RECT_785_876.2x529.1.dxf,Rectangulo,"Ancho=876.20, Largo=529.09",Rectángulo de 876.2mm x 529.1mm
RECT_785_876.2x529.1_16holes.dxf,Rectangulo con agujeros,"Ancho=876.20, Largo=529.09, Agujeros=16, Diametros=[4.21, 4.60, 12.57, 14.40, 9.97, 5.18, 12.62, 14.90, 13.72, 12.85, 9.18, 7.11, 11.60, 7.91, 5.77, 6.37]",Rectángulo 876.2x529.1mm con 16 agujeros (distribución aleatoria)
RECT_786_1749.3x353.2.dxf,Rectangulo,"Ancho=1749.31, Largo=353.24",Rectángulo de 1749.3mm x 353.2mm
RECT_786_1749.3x353.2_1holes.dxf,Rectangulo con agujeros,"Ancho=1749.31, Largo=353.24, Agujeros=1, Diametros=[13.97]",Rectángulo 1749.3x353.2mm con 1 agujeros (distribución circular)
WASH_787_D1389.6-637.2.dxf,Arandela,"D_exterior=1389.62, D_interior=637.24",Arandela Ø1389.6mm / Ø637.2mm
WASH_787_D1389.6-637.2_17holes.dxf,Arandela con agujeros,"D_exterior=1389.62, D_interior=637.24, Agujeros=17, D_agujero=12.47",Arandela Ø1389.6/Ø637.2mm con 17 agujeros de Ø12.5mm (circular)
RECT_788_687.2x68.8.dxf,Rectangulo,"Ancho=687.23, Largo=68.77",Rectángulo de 687.2mm x 68.8mm
RECT_788_687.2x68.8_8holes.dxf,Rectangulo con agujeros,"Ancho=687.23, Largo=68.77, Agujeros=8, Diametros=[4.31, 5.87, 9.71, 9.40, 13.67, 13.20, 14.46, 4.47]",Rectángulo 687.2x68.8mm con 8 agujeros (distribución circular)
WASH_789_D585.0-262.3.dxf,Arandela,"D_exterior=585.03, D_interior=262.32",Arandela Ø585.0mm / Ø262.3mm
WASH_789_D585.0-262.3_3holes.dxf,Arandela con agujeros,"D_exterior=585.03, D_interior=262.32, Agujeros=3, D_agujero=8.88",Arandela Ø585.0/Ø262.3mm con 3 agujeros de Ø8.9mm (circular)
WASH_790_D770.9-522.5.dxf,Arandela,"D_exterior=770.94, D_interior=522.50",Arandela Ø770.9mm / Ø522.5mm
WASH_790_D770.9-522.5_5holes.dxf,Arandela con agujeros,"D_exterior=770.94, D_interior=522.50, Agujeros=5, D_agujero=9.13",Arandela Ø770.9/Ø522.5mm con 5 agujeros de Ø9.1mm (circular)
RECT_791_1347.8x1128.4.dxf,Rectangulo,"Ancho=1347.80, Largo=1128.45",Rectángulo de 1347.8mm x 1128.4mm
RECT_791_1347.8x1128.4_16holes.dxf,Rectangulo con agujeros,"Ancho=1347.80, Largo=1128.45, Agujeros=16, Diametros=[10.32, 12.36, 14.77, 11.19, 4.34, 11.75, 8.19, 6.01, 11.66, 12.35, 12.22, 8.64, 5.19, 4.52, 7.72, 4.12]",Rectángulo 1347.8x1128.4mm con 16 agujeros (distribución aleatoria)
WASH_792_D170.5-101.6.dxf,Arandela,"D_exterior=170.48, D_interior=101.62",Arandela Ø170.5mm / Ø101.6mm
WASH_792_D170.5-101.6_38holes.dxf,Arandela con agujeros,"D_exterior=170.48, D_interior=101.62, Agujeros=38, D_agujero=10.95",Arandela Ø170.5/Ø101.6mm con 38 agujeros de Ø11.0mm (circular)
WASH_793_D765.3-319.3.dxf,Arandela,"D_exterior=765.27, D_interior=319.34",Arandela Ø765.3mm / Ø319.3mm
WASH_793_D765.3-319.3_6holes.dxf,Arandela con agujeros,"D_exterior=765.27, D_interior=319.34, Agujeros=6, D_agujero=12.83",Arandela Ø765.3/Ø319.3mm con 6 agujeros de Ø12.8mm (circular)
WASH_794_D539.8-207.0.dxf,Arandela,"D_exterior=539.85, D_interior=207.05",Arandela Ø539.8mm / Ø207.0mm
WASH_794_D539.8-207.0_39holes.dxf,Arandela con agujeros,"D_exterior=539.85, D_interior=207.05, Agujeros=39, D_agujero=4.86",Arandela Ø539.8/Ø207.0mm con 39 agujeros de Ø4.9mm (circular)
WASH_795_D320.1-240.2.dxf,Arandela,"D_exterior=320.07, D_interior=240.17",Arandela Ø320.1mm / Ø240.2mm
WASH_795_D320.1-240.2_3holes.dxf,Arandela con agujeros,"D_exterior=320.07, D_interior=240.17, Agujeros=3, D_agujero=10.67",Arandela Ø320.1/Ø240.2mm con 3 agujeros de Ø10.7mm (circular)
RECT_796_1560.7x163.8.dxf,Rectangulo,"Ancho=1560.70, Largo=163.78",Rectángulo de 1560.7mm x 163.8mm
RECT_796_1560.7x163.8_1holes.dxf,Rectangulo con agujeros,"Ancho=1560.70, Largo=163.78, Agujeros=1, Diametros=[11.44]",Rectángulo 1560.7x163.8mm con 1 agujeros (distribución cuadricula)
RECT_797_680.8x1003.5.dxf,Rectangulo,"Ancho=680.75, Largo=1003.48",Rectángulo de 680.8mm x 1003.5mm
RECT_797_680.8x1003.5_8holes.dxf,Rectangulo con agujeros,"Ancho=680.75, Largo=1003.48, Agujeros=8, Diametros=[5.37, 8.52, 12.61, 4.38, 9.09, 4.52, 12.29, 11.79]",Rectángulo 680.8x1003.5mm con 8 agujeros (distribución aleatoria)
WASH_798_D357.8-265.5.dxf,Arandela,"D_exterior=357.75, D_interior=265.48",Arandela Ø357.8mm / Ø265.5mm
WASH_798_D357.8-265.5_21holes.dxf,Arandela con agujeros,"D_exterior=357.75, D_interior=265.48, Agujeros=21, D_agujero=7.90",Arandela Ø357.8/Ø265.5mm con 21 agujeros de Ø7.9mm (circular)
WASH_799_D45.4-35.7.dxf,Arandela,"D_exterior=45.36, D_interior=35.74",Arandela Ø45.4mm / Ø35.7mm
WASH_799_D45.4-35.7_19holes.dxf,Arandela con agujeros,"D_exterior=45.36, D_interior=35.74, Agujeros=19, D_agujero=3.00",Arandela Ø45.4/Ø35.7mm con 19 agujeros de Ø3.0mm (circular)
WASH_800_D49.7-30.3.dxf,Arandela,"D_exterior=49.71, D_interior=30.27",Arandela Ø49.7mm / Ø30.3mm
WASH_800_D49.7-30.3_2holes.dxf,Arandela con agujeros,"D_exterior=49.71, D_interior=30.27, Agujeros=2, D_agujero=4.77",Arandela Ø49.7/Ø30.3mm con 2 agujeros de Ø4.8mm (circular)
WASH_801_D610.5-464.9.dxf,Arandela,"D_exterior=610.46, D_interior=464.85",Arandela Ø610.5mm / Ø464.9mm
WASH_801_D610.5-464.9_40holes.dxf,Arandela con agujeros,"D_exterior=610.46, D_interior=464.85, Agujeros=40, D_agujero=7.37",Arandela Ø610.5/Ø464.9mm con 40 agujeros de Ø7.4mm (circular)
RECT_802_2677.0x124.9.dxf,Rectangulo,"Ancho=2677.02, Largo=124.95",Rectángulo de 2677.0mm x 124.9mm
RECT_802_2677.0x124.9_1holes.dxf,Rectangulo con agujeros,"Ancho=2677.02, Largo=124.95, Agujeros=1, Diametros=[7.54]",Rectángulo 2677.0x124.9mm con 1 agujeros (distribución cuadricula)
WASH_803_D947.6-434.2.dxf,Arandela,"D_exterior=947.61, D_interior=434.19",Arandela Ø947.6mm / Ø434.2mm
WASH_803_D947.6-434.2_44holes.dxf,Arandela con agujeros,"D_exterior=947.61, D_interior=434.19, Agujeros=44, D_agujero=7.61",Arandela Ø947.6/Ø434.2mm con 44 agujeros de Ø7.6mm (circular)
RECT_804_2739.0x124.5.dxf,Rectangulo,"Ancho=2739.01, Largo=124.48",Rectángulo de 2739.0mm x 124.5mm
RECT_804_2739.0x124.5_2holes.dxf,Rectangulo con agujeros,"Ancho=2739.01, Largo=124.48, Agujeros=2, Diametros=[4.77, 13.83]",Rectángulo 2739.0x124.5mm con 2 agujeros (distribución aleatoria)
WASH_805_D228.2-169.9.dxf,Arandela,"D_exterior=228.19, D_interior=169.90",Arandela Ø228.2mm / Ø169.9mm
WASH_805_D228.2-169.9_31holes.dxf,Arandela con agujeros,"D_exterior=228.19, D_interior=169.90, Agujeros=31, D_agujero=14.15",Arandela Ø228.2/Ø169.9mm con 31 agujeros de Ø14.2mm (circular)
RECT_806_2642.9x782.5.dxf,Rectangulo,"Ancho=2642.90, Largo=782.49",Rectángulo de 2642.9mm x 782.5mm
RECT_806_2642.9x782.5_32holes.dxf,Rectangulo con agujeros,"Ancho=2642.90, Largo=782.49, Agujeros=32, Diametros=[11.56, 10.70, 8.51, 6.18, 8.04, 6.40, 11.59, 6.22, 12.18, 12.04, 9.82, 5.00, 8.88, 8.45, 10.49, 6.17, 9.44, 12.90, 8.99, 4.22, 13.19, 10.78, 8.27, 5.41, 9.84, 14.01, 11.69, 11.54, 12.17, 7.30, 14.04, 4.58]",Rectángulo 2642.9x782.5mm con 32 agujeros (distribución circular)
RECT_807_1519.3x496.4.dxf,Rectangulo,"Ancho=1519.28, Largo=496.42",Rectángulo de 1519.3mm x 496.4mm
RECT_807_1519.3x496.4_8holes.dxf,Rectangulo con agujeros,"Ancho=1519.28, Largo=496.42, Agujeros=8, Diametros=[9.66, 12.50, 4.11, 5.62, 7.99, 7.27, 13.52, 13.39]",Rectángulo 1519.3x496.4mm con 8 agujeros (distribución cuadricula)
WASH_808_D110.5-60.9.dxf,Arandela,"D_exterior=110.54, D_interior=60.85",Arandela Ø110.5mm / Ø60.9mm
WASH_808_D110.5-60.9_48holes.dxf,Arandela con agujeros,"D_exterior=110.54, D_interior=60.85, Agujeros=48, D_agujero=8.71",Arandela Ø110.5/Ø60.9mm con 48 agujeros de Ø8.7mm (circular)
RECT_809_1342.9x48.7.dxf,Rectangulo,"Ancho=1342.88, Largo=48.66",Rectángulo de 1342.9mm x 48.7mm
RECT_809_1342.9x48.7_8holes.dxf,Rectangulo con agujeros,"Ancho=1342.88, Largo=48.66, Agujeros=8, Diametros=[11.90, 11.73, 5.13, 14.67, 13.45, 4.58, 11.10, 5.68]",Rectángulo 1342.9x48.7mm con 8 agujeros (distribución aleatoria)
WASH_810_D1322.2-484.5.dxf,Arandela,"D_exterior=1322.19, D_interior=484.54",Arandela Ø1322.2mm / Ø484.5mm
WASH_810_D1322.2-484.5_43holes.dxf,Arandela con agujeros,"D_exterior=1322.19, D_interior=484.54, Agujeros=43, D_agujero=10.72",Arandela Ø1322.2/Ø484.5mm con 43 agujeros de Ø10.7mm (circular)
RECT_811_1160.7x156.1.dxf,Rectangulo,"Ancho=1160.72, Largo=156.05",Rectángulo de 1160.7mm x 156.1mm
RECT_811_1160.7x156.1_32holes.dxf,Rectangulo con agujeros,"Ancho=1160.72, Largo=156.05, Agujeros=32, Diametros=[5.24, 13.48, 5.88, 5.74, 5.64, 6.75, 12.36, 7.05, 9.43, 10.45, 13.64, 12.43, 8.37, 12.51, 11.28, 9.45, 11.27, 6.73, 9.93, 7.74, 12.38, 4.86, 5.87, 12.20, 5.83, 6.16, 8.76, 11.57, 14.31, 13.88, 9.22, 12.65]",Rectángulo 1160.7x156.1mm con 32 agujeros (distribución aleatoria)
WASH_812_D633.1-281.9.dxf,Arandela,"D_exterior=633.06, D_interior=281.94",Arandela Ø633.1mm / Ø281.9mm
WASH_812_D633.1-281.9_28holes.dxf,Arandela con agujeros,"D_exterior=633.06, D_interior=281.94, Agujeros=28, D_agujero=12.87",Arandela Ø633.1/Ø281.9mm con 28 agujeros de Ø12.9mm (circular)
RECT_813_482.9x1201.5.dxf,Rectangulo,"Ancho=482.92, Largo=1201.53",Rectángulo de 482.9mm x 1201.5mm
RECT_813_482.9x1201.5_2holes.dxf,Rectangulo con agujeros,"Ancho=482.92, Largo=1201.53, Agujeros=2, Diametros=[5.07, 14.59]",Rectángulo 482.9x1201.5mm con 2 agujeros (distribución circular)
RECT_814_1078.8x1218.1.dxf,Rectangulo,"Ancho=1078.80, Largo=1218.08",Rectángulo de 1078.8mm x 1218.1mm
RECT_814_1078.8x1218.1_1holes.dxf,Rectangulo con agujeros,"Ancho=1078.80, Largo=1218.08, Agujeros=1, Diametros=[7.20]",Rectángulo 1078.8x1218.1mm con 1 agujeros (distribución cuadricula)
RECT_815_2737.2x313.3.dxf,Rectangulo,"Ancho=2737.20, Largo=313.25",Rectángulo de 2737.2mm x 313.3mm
RECT_815_2737.2x313.3_4holes.dxf,Rectangulo con agujeros,"Ancho=2737.20, Largo=313.25, Agujeros=4, Diametros=[6.41, 6.96, 5.64, 9.15]",Rectángulo 2737.2x313.3mm con 4 agujeros (distribución aleatoria)
WASH_816_D1119.9-752.7.dxf,Arandela,"D_exterior=1119.90, D_interior=752.68",Arandela Ø1119.9mm / Ø752.7mm
WASH_816_D1119.9-752.7_16holes.dxf,Arandela con agujeros,"D_exterior=1119.90, D_interior=752.68, Agujeros=16, D_agujero=9.49",Arandela Ø1119.9/Ø752.7mm con 16 agujeros de Ø9.5mm (circular)
WASH_817_D545.0-423.4.dxf,Arandela,"D_exterior=545.00, D_interior=423.38",Arandela Ø545.0mm / Ø423.4mm
WASH_817_D545.0-423.4_28holes.dxf,Arandela con agujeros,"D_exterior=545.00, D_interior=423.38, Agujeros=28, D_agujero=12.18",Arandela Ø545.0/Ø423.4mm con 28 agujeros de Ø12.2mm (circular)
WASH_818_D665.1-247.6.dxf,Arandela,"D_exterior=665.14, D_interior=247.60",Arandela Ø665.1mm / Ø247.6mm
WASH_818_D665.1-247.6_45holes.dxf,Arandela con agujeros,"D_exterior=665.14, D_interior=247.60, Agujeros=45, D_agujero=13.21",Arandela Ø665.1/Ø247.6mm con 45 agujeros de Ø13.2mm (circular)
RECT_819_1673.4x1359.6.dxf,Rectangulo,"Ancho=1673.35, Largo=1359.63",Rectángulo de 1673.4mm x 1359.6mm
RECT_819_1673.4x1359.6_8holes.dxf,Rectangulo con agujeros,"Ancho=1673.35, Largo=1359.63, Agujeros=8, Diametros=[7.94, 6.58, 14.16, 11.26, 10.39, 4.62, 14.07, 10.29]",Rectángulo 1673.4x1359.6mm con 8 agujeros (distribución aleatoria)
RECT_820_148.4x625.3.dxf,Rectangulo,"Ancho=148.41, Largo=625.32",Rectángulo de 148.4mm x 625.3mm
RECT_820_148.4x625.3_2holes.dxf,Rectangulo con agujeros,"Ancho=148.41, Largo=625.32, Agujeros=2, Diametros=[5.07, 11.79]",Rectángulo 148.4x625.3mm con 2 agujeros (distribución cuadricula)
WASH_821_D1112.6-604.1.dxf,Arandela,"D_exterior=1112.61, D_interior=604.14",Arandela Ø1112.6mm / Ø604.1mm
WASH_821_D1112.6-604.1_28holes.dxf,Arandela con agujeros,"D_exterior=1112.61, D_interior=604.14, Agujeros=28, D_agujero=7.01",Arandela Ø1112.6/Ø604.1mm con 28 agujeros de Ø7.0mm (circular)
WASH_822_D673.0-489.6.dxf,Arandela,"D_exterior=673.01, D_interior=489.59",Arandela Ø673.0mm / Ø489.6mm
WASH_822_D673.0-489.6_18holes.dxf,Arandela con agujeros,"D_exterior=673.01, D_interior=489.59, Agujeros=18, D_agujero=12.10",Arandela Ø673.0/Ø489.6mm con 18 agujeros de Ø12.1mm (circular)
WASH_823_D506.6-220.2.dxf,Arandela,"D_exterior=506.63, D_interior=220.23",Arandela Ø506.6mm / Ø220.2mm
WASH_823_D506.6-220.2_7holes.dxf,Arandela con agujeros,"D_exterior=506.63, D_interior=220.23, Agujeros=7, D_agujero=7.66",Arandela Ø506.6/Ø220.2mm con 7 agujeros de Ø7.7mm (circular)
RECT_824_2173.2x1287.1.dxf,Rectangulo,"Ancho=2173.19, Largo=1287.11",Rectángulo de 2173.2mm x 1287.1mm
RECT_824_2173.2x1287.1_4holes.dxf,Rectangulo con agujeros,"Ancho=2173.19, Largo=1287.11, Agujeros=4, Diametros=[11.06, 8.03, 5.61, 9.05]",Rectángulo 2173.2x1287.1mm con 4 agujeros (distribución cuadricula)
RECT_825_2055.8x1409.7.dxf,Rectangulo,"Ancho=2055.81, Largo=1409.68",Rectángulo de 2055.8mm x 1409.7mm
RECT_825_2055.8x1409.7_8holes.dxf,Rectangulo con agujeros,"Ancho=2055.81, Largo=1409.68, Agujeros=8, Diametros=[10.49, 12.02, 8.35, 11.43, 12.85, 5.58, 7.45, 6.38]",Rectángulo 2055.8x1409.7mm con 8 agujeros (distribución circular)
RECT_826_1812.3x576.8.dxf,Rectangulo,"Ancho=1812.35, Largo=576.76",Rectángulo de 1812.3mm x 576.8mm
RECT_826_1812.3x576.8_1holes.dxf,Rectangulo con agujeros,"Ancho=1812.35, Largo=576.76, Agujeros=1, Diametros=[14.10]",Rectángulo 1812.3x576.8mm con 1 agujeros (distribución cuadricula)
RECT_827_1406.0x1414.6.dxf,Rectangulo,"Ancho=1405.98, Largo=1414.64",Rectángulo de 1406.0mm x 1414.6mm
RECT_827_1406.0x1414.6_8holes.dxf,Rectangulo con agujeros,"Ancho=1405.98, Largo=1414.64, Agujeros=8, Diametros=[4.33, 4.59, 11.85, 7.88, 14.47, 7.14, 10.79, 14.33]",Rectángulo 1406.0x1414.6mm con 8 agujeros (distribución circular)
WASH_828_D1082.7-861.5.dxf,Arandela,"D_exterior=1082.72, D_interior=861.51",Arandela Ø1082.7mm / Ø861.5mm
WASH_828_D1082.7-861.5_26holes.dxf,Arandela con agujeros,"D_exterior=1082.72, D_interior=861.51, Agujeros=26, D_agujero=7.86",Arandela Ø1082.7/Ø861.5mm con 26 agujeros de Ø7.9mm (circular)
RECT_829_743.5x668.2.dxf,Rectangulo,"Ancho=743.51, Largo=668.21",Rectángulo de 743.5mm x 668.2mm
RECT_829_743.5x668.2_8holes.dxf,Rectangulo con agujeros,"Ancho=743.51, Largo=668.21, Agujeros=8, Diametros=[13.11, 4.89, 11.52, 8.00, 9.91, 4.27, 6.02, 6.88]",Rectángulo 743.5x668.2mm con 8 agujeros (distribución cuadricula)
WASH_830_D478.2-215.7.dxf,Arandela,"D_exterior=478.24, D_interior=215.72",Arandela Ø478.2mm / Ø215.7mm
WASH_830_D478.2-215.7_27holes.dxf,Arandela con agujeros,"D_exterior=478.24, D_interior=215.72, Agujeros=27, D_agujero=13.41",Arandela Ø478.2/Ø215.7mm con 27 agujeros de Ø13.4mm (circular)
RECT_831_2280.6x1059.8.dxf,Rectangulo,"Ancho=2280.58, Largo=1059.79",Rectángulo de 2280.6mm x 1059.8mm
RECT_831_2280.6x1059.8_2holes.dxf,Rectangulo con agujeros,"Ancho=2280.58, Largo=1059.79, Agujeros=2, Diametros=[10.25, 14.30]",Rectángulo 2280.6x1059.8mm con 2 agujeros (distribución aleatoria)
RECT_832_1819.3x310.0.dxf,Rectangulo,"Ancho=1819.33, Largo=309.95",Rectángulo de 1819.3mm x 310.0mm
RECT_832_1819.3x310.0_16holes.dxf,Rectangulo con agujeros,"Ancho=1819.33, Largo=309.95, Agujeros=16, Diametros=[14.45, 8.36, 13.51, 5.72, 14.61, 5.43, 7.73, 13.41, 9.38, 11.77, 6.72, 9.30, 6.25, 6.01, 8.95, 4.17]",Rectángulo 1819.3x310.0mm con 16 agujeros (distribución circular)
RECT_833_562.5x921.3.dxf,Rectangulo,"Ancho=562.50, Largo=921.29",Rectángulo de 562.5mm x 921.3mm
RECT_833_562.5x921.3_4holes.dxf,Rectangulo con agujeros,"Ancho=562.50, Largo=921.29, Agujeros=4, Diametros=[8.92, 5.69, 4.64, 9.84]",Rectángulo 562.5x921.3mm con 4 agujeros (distribución aleatoria)
WASH_834_D1050.7-830.4.dxf,Arandela,"D_exterior=1050.72, D_interior=830.43",Arandela Ø1050.7mm / Ø830.4mm
WASH_834_D1050.7-830.4_7holes.dxf,Arandela con agujeros,"D_exterior=1050.72, D_interior=830.43, Agujeros=7, D_agujero=13.46",Arandela Ø1050.7/Ø830.4mm con 7 agujeros de Ø13.5mm (circular)
WASH_835_D683.4-393.6.dxf,Arandela,"D_exterior=683.40, D_interior=393.58",Arandela Ø683.4mm / Ø393.6mm
WASH_835_D683.4-393.6_42holes.dxf,Arandela con agujeros,"D_exterior=683.40, D_interior=393.58, Agujeros=42, D_agujero=5.05",Arandela Ø683.4/Ø393.6mm con 42 agujeros de Ø5.1mm (circular)
WASH_836_D119.1-54.8.dxf,Arandela,"D_exterior=119.08, D_interior=54.83",Arandela Ø119.1mm / Ø54.8mm
WASH_836_D119.1-54.8_38holes.dxf,Arandela con agujeros,"D_exterior=119.08, D_interior=54.83, Agujeros=38, D_agujero=10.13",Arandela Ø119.1/Ø54.8mm con 38 agujeros de Ø10.1mm (circular)
WASH_837_D794.4-476.6.dxf,Arandela,"D_exterior=794.40, D_interior=476.61",Arandela Ø794.4mm / Ø476.6mm
WASH_837_D794.4-476.6_4holes.dxf,Arandela con agujeros,"D_exterior=794.40, D_interior=476.61, Agujeros=4, D_agujero=8.63",Arandela Ø794.4/Ø476.6mm con 4 agujeros de Ø8.6mm (circular)
RECT_838_720.5x607.3.dxf,Rectangulo,"Ancho=720.47, Largo=607.32",Rectángulo de 720.5mm x 607.3mm
RECT_838_720.5x607.3_1holes.dxf,Rectangulo con agujeros,"Ancho=720.47, Largo=607.32, Agujeros=1, Diametros=[8.24]",Rectángulo 720.5x607.3mm con 1 agujeros (distribución circular)
WASH_839_D184.7-108.6.dxf,Arandela,"D_exterior=184.69, D_interior=108.65",Arandela Ø184.7mm / Ø108.6mm
WASH_839_D184.7-108.6_4holes.dxf,Arandela con agujeros,"D_exterior=184.69, D_interior=108.65, Agujeros=4, D_agujero=6.99",Arandela Ø184.7/Ø108.6mm con 4 agujeros de Ø7.0mm (circular)
RECT_840_330.0x89.1.dxf,Rectangulo,"Ancho=330.03, Largo=89.13",Rectángulo de 330.0mm x 89.1mm
RECT_840_330.0x89.1_8holes.dxf,Rectangulo con agujeros,"Ancho=330.03, Largo=89.13, Agujeros=8, Diametros=[13.08, 9.25, 12.49, 12.37, 4.16, 13.97, 4.95, 13.92]",Rectángulo 330.0x89.1mm con 8 agujeros (distribución cuadricula)
RECT_841_1122.0x1425.7.dxf,Rectangulo,"Ancho=1122.01, Largo=1425.73",Rectángulo de 1122.0mm x 1425.7mm
RECT_841_1122.0x1425.7_4holes.dxf,Rectangulo con agujeros,"Ancho=1122.01, Largo=1425.73, Agujeros=4, Diametros=[13.90, 4.46, 6.72, 4.23]",Rectángulo 1122.0x1425.7mm con 4 agujeros (distribución aleatoria)
WASH_842_D698.8-536.7.dxf,Arandela,"D_exterior=698.79, D_interior=536.68",Arandela Ø698.8mm / Ø536.7mm
WASH_842_D698.8-536.7_36holes.dxf,Arandela con agujeros,"D_exterior=698.79, D_interior=536.68, Agujeros=36, D_agujero=9.57",Arandela Ø698.8/Ø536.7mm con 36 agujeros de Ø9.6mm (circular)
RECT_843_2664.7x1076.7.dxf,Rectangulo,"Ancho=2664.75, Largo=1076.74",Rectángulo de 2664.7mm x 1076.7mm
